id,title,body,dao,author,state,created,link,source_dataset,combined_id,activist_score,keyword_hits,detection_method,DAO,Proposal ID,Title,Body,Author,Created,State,Choices,Activist Score,Keyword Hits,Detection Method,description,createdAt,proposer,source
0xafb1325f49057dd20fabf2908531da93565172525309a0a3a914daa7f773b0c6,[5.17.3] [Social] Funding Request: ENS Public Goods Working Group,"# **Abstract**

The ENS Public Goods Working Group requests funding to support operations until the next funding window in April 2025.

The Public Goods working group funds projects and builders improving the Web3 ecosystem. This funding stream is authorized in Article III of the ENS DAO Constitutio",ens.eth,0x54BeCc7560a7Be76d72ED76a1f5fee6C5a2A7Ab6,closed,1728494080,,fast_major_daos,fast_major_daos_10,0.85,8,enhanced_fast,ens.eth,0xafb1325f49057dd20fabf2908531da93565172525309a0a3a914daa7f773b0c6,[5.17.3] [Social] Funding Request: ENS Public Goods Working Group,"# **Abstract**

The ENS Public Goods Working Group requests funding to support operations until the next funding window in April 2025.

The Public Goods working group funds projects and builders improving the Web3 ecosystem. This funding stream is authorized in Article III of the ENS DAO Constitutio",0x54BeCc7560a7Be76d72ED76a1f5fee6C5a2A7Ab6,1728494080.0,closed,"['For', 'Against', 'Abstain']",0.85,8.0,enhanced_fast,,,,
0xca27ce450e2a404b51d7ec7979639561dc5d8302949b3a29e4dfef2a8993f018,[EP 5.15][Social] ENS Governor Improvement Proposal: ProposalBond,"## Abstract

The proposal threshold for a new executable ENS proposals is high, and rightly so. ENS is one of the most popular DAOs and community in the Web3 community and keeping the quality bar of proposals to the highest standard is very important. However, ENS also has the treasury and the desir",ens.eth,0x4767b1902865940f020c3e3bA3C0E117941f96fF,closed,1727314440,,fast_major_daos,fast_major_daos_11,0.936,11,enhanced_fast,ens.eth,0xca27ce450e2a404b51d7ec7979639561dc5d8302949b3a29e4dfef2a8993f018,[EP 5.15][Social] ENS Governor Improvement Proposal: ProposalBond,"## Abstract

The proposal threshold for a new executable ENS proposals is high, and rightly so. ENS is one of the most popular DAOs and community in the Web3 community and keeping the quality bar of proposals to the highest standard is very important. However, ENS also has the treasury and the desir",0x4767b1902865940f020c3e3bA3C0E117941f96fF,1727314440.0,closed,"['For', 'Against', 'Abstain']",0.936,11.0,enhanced_fast,,,,
0xa0b1bfadf6853b5b0d59d3c4d73c434fc6389339887d05de805361372eb17c3a,[EP5.10][Social] Confirming the ENS DAO Security Council Members,"## Abstract
Following the successful passing of the [EP5.7](https://snapshot.org/#/ens.eth/proposal/0xf3a4673fe04a3ecfed4a2f066f6ced1539a5466d61630428333360b843653c54), this proposal aims to confirm the 8 individuals who will form the Security Council with the permissions defined in [EP5.7](https://",ens.eth,0x76A6D08b82034b397E7e09dAe4377C18F132BbB8,closed,1718580516,,fast_major_daos,fast_major_daos_12,0.943,7,enhanced_fast,ens.eth,0xa0b1bfadf6853b5b0d59d3c4d73c434fc6389339887d05de805361372eb17c3a,[EP5.10][Social] Confirming the ENS DAO Security Council Members,"## Abstract
Following the successful passing of the [EP5.7](https://snapshot.org/#/ens.eth/proposal/0xf3a4673fe04a3ecfed4a2f066f6ced1539a5466d61630428333360b843653c54), this proposal aims to confirm the 8 individuals who will form the Security Council with the permissions defined in [EP5.7](https://",0x76A6D08b82034b397E7e09dAe4377C18F132BbB8,1718580516.0,closed,"['For', 'Against', 'Abstain']",0.943,7.0,enhanced_fast,,,,
0x1f328fd1fda5f3cabfdace3e521403def7ad41b0b0582e27334c135cd23c511d,[5.8][Social] ENS Steward Vesting Proposal,"## Abstract
Following discussion in the Metagov funding request thread and feedback on the Temp Check Proposal, we have put together this amendment proposal which looks to add the requirement of vesting to ENS distributions to stewards for the current term.

Under the current proposal, the MetaGov W",ens.eth,0x5BFCB4BE4d7B43437d5A0c57E908c048a4418390,closed,1714866219,,fast_major_daos,fast_major_daos_13,0.935,8,enhanced_fast,ens.eth,0x1f328fd1fda5f3cabfdace3e521403def7ad41b0b0582e27334c135cd23c511d,[5.8][Social] ENS Steward Vesting Proposal,"## Abstract
Following discussion in the Metagov funding request thread and feedback on the Temp Check Proposal, we have put together this amendment proposal which looks to add the requirement of vesting to ENS distributions to stewards for the current term.

Under the current proposal, the MetaGov W",0x5BFCB4BE4d7B43437d5A0c57E908c048a4418390,1714866219.0,closed,"['For', 'Against', 'Abstain']",0.935,8.0,enhanced_fast,,,,
0xf3a4673fe04a3ecfed4a2f066f6ced1539a5466d61630428333360b843653c54,[EP5.7][Social] Security Council,"# Abstract
The primary mission of ENS DAO is to govern the protocol and allocate resources from the treasury in line with the DAO's constitution and broader objectives. However, due to changing economic dynamics, the DAO is increasingly vulnerable to attacks aimed at draining its treasury.

To safeg",ens.eth,0x76A6D08b82034b397E7e09dAe4377C18F132BbB8,closed,1714800164,,fast_major_daos,fast_major_daos_14,0.942,14,enhanced_fast,ens.eth,0xf3a4673fe04a3ecfed4a2f066f6ced1539a5466d61630428333360b843653c54,[EP5.7][Social] Security Council,"# Abstract
The primary mission of ENS DAO is to govern the protocol and allocate resources from the treasury in line with the DAO's constitution and broader objectives. However, due to changing economic dynamics, the DAO is increasingly vulnerable to attacks aimed at draining its treasury.

To safeg",0x76A6D08b82034b397E7e09dAe4377C18F132BbB8,1714800164.0,closed,"['For', 'Against', 'Abstain']",0.942,14.0,enhanced_fast,,,,
0xd3437f1c9ece8a309da116be5bffaf31fa40df5361e04e43f9c913970a8746ee,[5.4.2] [Social] Funding Request: ENS Public Goods Working Group Term 5 (Q1/Q2),"# Abstract
The ENS Public Goods Working Group requests funding of the below to **support operations until the September 2024 funding window**.

The Public Goods working group funds projects and builders improving the Web3 ecosystems. This funding stream is authorized in [Article III](https://docs.en",ens.eth,0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,closed,1710364019,,fast_major_daos,fast_major_daos_15,0.795,8,enhanced_fast,ens.eth,0xd3437f1c9ece8a309da116be5bffaf31fa40df5361e04e43f9c913970a8746ee,[5.4.2] [Social] Funding Request: ENS Public Goods Working Group Term 5 (Q1/Q2),"# Abstract
The ENS Public Goods Working Group requests funding of the below to **support operations until the September 2024 funding window**.

The Public Goods working group funds projects and builders improving the Web3 ecosystems. This funding stream is authorized in [Article III](https://docs.en",0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,1710364019.0,closed,"['For', 'Against', 'Abstain']",0.795,8.0,enhanced_fast,,,,
0x92af8549061a4bba3a7b6e35718458d719be0d541652044b67964504e32c16cd,"After a Successful DAO Vote, ENS decided to Launch the 1 Phase of the $gENS Distribution","Background
ENS DAO governance is considering altering the ENS Gold allocation rate, a newly approved function where 1% of bridge volume fees are converted to $gENS. $gENS has the potential to increase bridge transaction volume and reward holders, but will $ENS face market cap reduction if a derivati",ens.eth,0x325Ef30D86BcfEAcEFC630242f5b49C0eaf78b3e,closed,1709143134,,fast_major_daos,fast_major_daos_16,0.883,6,enhanced_fast,ens.eth,0x92af8549061a4bba3a7b6e35718458d719be0d541652044b67964504e32c16cd,"After a Successful DAO Vote, ENS decided to Launch the 1 Phase of the $gENS Distribution","Background
ENS DAO governance is considering altering the ENS Gold allocation rate, a newly approved function where 1% of bridge volume fees are converted to $gENS. $gENS has the potential to increase bridge transaction volume and reward holders, but will $ENS face market cap reduction if a derivati",0x325Ef30D86BcfEAcEFC630242f5b49C0eaf78b3e,1709143134.0,closed,"[""I'm eligible"", ""I'm not eligible""]",0.883,6.0,enhanced_fast,,,,
0x00bd3f6c317331cb20e8123d9423538ddde87e74d4caa54becb50ef56f999561,2024  Public Goods Working Group Steward Election,"This is a vote to elect three stewards for the Public Goods Working Group for the Term of calendar 2024 (ENS DAO Term 5). Term 5, the only term of 2024, commences at 9am UTC on January 1, 2024.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you s",ens.eth,0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,closed,1702231241,,fast_major_daos,fast_major_daos_17,0.813,4,enhanced_fast,ens.eth,0x00bd3f6c317331cb20e8123d9423538ddde87e74d4caa54becb50ef56f999561,2024  Public Goods Working Group Steward Election,"This is a vote to elect three stewards for the Public Goods Working Group for the Term of calendar 2024 (ENS DAO Term 5). Term 5, the only term of 2024, commences at 9am UTC on January 1, 2024.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you s",0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,1702231241.0,closed,"['impacto.eth', 'simona.eth', 'victorcaribe.eth', 'zeugh.eth', 'coltron.eth', 'vegayp.eth', 'honn.eth']",0.813,4.0,enhanced_fast,,,,
0x6ebef8ee7169fd81bd87691e8dad852e2fa677bd52eedf0fd2da3623f489cd3d,2024 Ecosystem Working Group Steward Election,"This is a vote to elect three stewards for the Ecosystem Working Group for the Term of calendar 2024 (ENS DAO Term 5). Term 5, the only term of 2024, commences at 9am UTC on January 1, 2024.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you supp",ens.eth,0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,closed,1702169722,,fast_major_daos,fast_major_daos_18,0.771,4,enhanced_fast,ens.eth,0x6ebef8ee7169fd81bd87691e8dad852e2fa677bd52eedf0fd2da3623f489cd3d,2024 Ecosystem Working Group Steward Election,"This is a vote to elect three stewards for the Ecosystem Working Group for the Term of calendar 2024 (ENS DAO Term 5). Term 5, the only term of 2024, commences at 9am UTC on January 1, 2024.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you supp",0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,1702169722.0,closed,"['conordb.eth', 'sharp3.eth', '184.eth', 'slobo.eth', 'Cap.eth', 'limes.eth']",0.771,4.0,enhanced_fast,,,,
0x5867a23b1b607344bde89a733e195ba07480cd53d490c73002725ee0e430dd40,2024 Meta-Governance Working Group Steward Election,"This is a vote to elect three stewards for the Meta-Governance Working Group for the Term of calendar 2024 (ENS DAO Term 5). Term 5, the only term of 2024, commences at 9am UTC on January 1, 2024.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates yo",ens.eth,0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,closed,1702169595,,fast_major_daos,fast_major_daos_19,0.779,3,enhanced_fast,ens.eth,0x5867a23b1b607344bde89a733e195ba07480cd53d490c73002725ee0e430dd40,2024 Meta-Governance Working Group Steward Election,"This is a vote to elect three stewards for the Meta-Governance Working Group for the Term of calendar 2024 (ENS DAO Term 5). Term 5, the only term of 2024, commences at 9am UTC on January 1, 2024.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates yo",0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,1702169595.0,closed,"['Spence / 5pence.eth', 'Alex Van de Sande / avsa.eth', 'Kevin Nielsen / boardroomgov.eth', 'SpikeWatanabe.eth', 'accessor.eth', 'workfromhome.eth / trav.eth', 'Donnie / don.nie', 'Marcus / estmcmxci.eth']",0.779,3.0,enhanced_fast,,,,
0x26a5c8dec547837495707e70446d1e7cd874a91f75753c602998f6e70083a266,[social] Amend working groups rules to extend to a full year,"The intent of this proposal is to modify the working group guidelines to enhance the DAO's ability to attract and retain talent. By increasing the term length, we aim to enable potential stewards to allocate more time to the DAO and to establish a transparent and predictable compensation structure f",ens.eth,0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,closed,1699039857,,fast_major_daos,fast_major_daos_20,0.917,8,enhanced_fast,ens.eth,0x26a5c8dec547837495707e70446d1e7cd874a91f75753c602998f6e70083a266,[social] Amend working groups rules to extend to a full year,"The intent of this proposal is to modify the working group guidelines to enhance the DAO's ability to attract and retain talent. By increasing the term length, we aim to enable potential stewards to allocate more time to the DAO and to establish a transparent and predictable compensation structure f",0x809FA673fe2ab515FaA168259cB14E2BeDeBF68e,1699039857.0,closed,"['YES for one year terms', 'NO for one year terms', 'YES for changes in comp rules', 'NO for changes in comp rules']",0.917,8.0,enhanced_fast,,,,
0x0a7bec3cd182dadbd043e77cf7a610a6e33c5228fabe407cb89c632b578b83a9,[4.4.3] [Social] Funding Request: Public Goods Working Group,"# ENS Public Goods Working Group Funding Request
## Abstract

The ENS Public Goods Working Group requests funding of the below to **support operations until the March 2024 funding window**. The Working Group intends to refrain from requesting funds in the upcoming January 2024 Funding Window. 

The ",ens.eth,0xd2cc2e47c2Aecd01C87B83290c0Ee76BA67a7211,closed,1697745923,,fast_major_daos,fast_major_daos_21,0.876,10,enhanced_fast,ens.eth,0x0a7bec3cd182dadbd043e77cf7a610a6e33c5228fabe407cb89c632b578b83a9,[4.4.3] [Social] Funding Request: Public Goods Working Group,"# ENS Public Goods Working Group Funding Request
## Abstract

The ENS Public Goods Working Group requests funding of the below to **support operations until the March 2024 funding window**. The Working Group intends to refrain from requesting funds in the upcoming January 2024 Funding Window. 

The ",0xd2cc2e47c2Aecd01C87B83290c0Ee76BA67a7211,1697745923.0,closed,"['For', 'Against', 'Abstain']",0.876,10.0,enhanced_fast,,,,
0x5c0d103911aaaa64ee33fc35aa30bffd7c1ca04ac2df85fb274414732c45a6f9,[4.4.2] [Social] Funding Request: ENS Meta-Goverance Working Group,"## Abstract

The ENS Meta-Governance Working Group requests funding of the below to **support operations until the March 2024 funding window**. This means the Working Group will not be requesting funds in the January 2024 Funding Window. 

The Meta-Governance Working Group is responsible for providi",ens.eth,0x534631Bcf33BDb069fB20A93d2fdb9e4D4dD42CF,closed,1697744095,,fast_major_daos,fast_major_daos_22,0.821,8,enhanced_fast,ens.eth,0x5c0d103911aaaa64ee33fc35aa30bffd7c1ca04ac2df85fb274414732c45a6f9,[4.4.2] [Social] Funding Request: ENS Meta-Goverance Working Group,"## Abstract

The ENS Meta-Governance Working Group requests funding of the below to **support operations until the March 2024 funding window**. This means the Working Group will not be requesting funds in the January 2024 Funding Window. 

The Meta-Governance Working Group is responsible for providi",0x534631Bcf33BDb069fB20A93d2fdb9e4D4dD42CF,1697744095.0,closed,"['For', 'Against', 'Abstain']",0.821,8.0,enhanced_fast,,,,
0x3585235855fd484251e01820c8cbf3e69174c0176496823b7b54be7a6b68b86c,Q3/Q4 2023 Meta-Governance Working Group Steward Election,"This is a vote to elect three stewards for the Meta-Governance Working Group for the Second Term of 2023 (Q3/Q4, 2023). The Second Term of 2023 commences at 9am UTC on July 1, 2023.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you support for t",ens.eth,0x75cac0CEb8A39DdB4942A83AD2aAfaF0C2A3e13f,closed,1686384641,,fast_major_daos,fast_major_daos_23,0.739,3,enhanced_fast,ens.eth,0x3585235855fd484251e01820c8cbf3e69174c0176496823b7b54be7a6b68b86c,Q3/Q4 2023 Meta-Governance Working Group Steward Election,"This is a vote to elect three stewards for the Meta-Governance Working Group for the Second Term of 2023 (Q3/Q4, 2023). The Second Term of 2023 commences at 9am UTC on July 1, 2023.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you support for t",0x75cac0CEb8A39DdB4942A83AD2aAfaF0C2A3e13f,1686384641.0,closed,"['Magnum.eth', 'Katherine Wu / katherineykwu.eth', 'Nick Johnson / nick.eth', 'Spence / 5pence.eth', 'daylon.eth', 'Simona / simona.eth']",0.739,3.0,enhanced_fast,,,,
0xa1a41a0a1d0588502cd8a3e0c1d0d6e0ad82b2c7af21a1a4999ff7f617a01ac9,Q3/Q4 2023 ENS Ecosystem Working Group Steward Election,"This is a vote to elect three stewards for the ENS Ecosystem Working Group for the Second Term of 2023 (Q3/Q4, 2023). The Second Term of 2023 commences at 9am UTC on July 1, 2023.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you support for the",ens.eth,0x75cac0CEb8A39DdB4942A83AD2aAfaF0C2A3e13f,closed,1686384390,,fast_major_daos,fast_major_daos_24,0.76,3,enhanced_fast,ens.eth,0xa1a41a0a1d0588502cd8a3e0c1d0d6e0ad82b2c7af21a1a4999ff7f617a01ac9,Q3/Q4 2023 ENS Ecosystem Working Group Steward Election,"This is a vote to elect three stewards for the ENS Ecosystem Working Group for the Second Term of 2023 (Q3/Q4, 2023). The Second Term of 2023 commences at 9am UTC on July 1, 2023.

Elections are conducted by approval voting. Approval voting allows you to select all the candidates you support for the",0x75cac0CEb8A39DdB4942A83AD2aAfaF0C2A3e13f,1686384390.0,closed,"['limes.eth', 'Cap / thecap.eth', '184.eth', 'slobo.eth', 'daylon.eth']",0.76,3.0,enhanced_fast,,,,
